epoch 0, loss: 1.1739827394485474
epoch 182, loss: 0.5960196256637573
epoch 183, loss: 0.5966252684593201
epoch 184, loss: 0.59528648853302
epoch 185, loss: 0.5971975326538086
epoch 186, loss: 0.5952749252319336
epoch 187, loss: 0.5962570905685425
epoch 188, loss: 0.5958025455474854
epoch 189, loss: 0.5966697335243225
epoch 190, loss: 0.5954996943473816
epoch 191, loss: 0.596933126449585
epoch 192, loss: 0.5962052941322327
epoch 193, loss: 0.5967680215835571
epoch 194, loss: 0.5963333249092102
epoch 195, loss: 0.5958958864212036
