epoch 0, loss: 1.252413272857666
epoch 171, loss: 1.0868829488754272
epoch 172, loss: 1.0898555517196655
epoch 173, loss: 1.0899330377578735
epoch 174, loss: 1.0906240940093994
epoch 175, loss: 1.0973025560379028
epoch 176, loss: 1.0864639282226562
epoch 177, loss: 1.0978302955627441
epoch 178, loss: 1.0918607711791992
epoch 179, loss: 1.0991454124450684
epoch 180, loss: 1.0885298252105713
epoch 181, loss: 1.0911589860916138
epoch 182, loss: 1.09713876247406
epoch 183, loss: 1.0959069728851318
epoch 184, loss: 1.087428331375122
epoch 185, loss: 1.1019412279129028
epoch 186, loss: 1.0919620990753174
epoch 187, loss: 1.0887846946716309
epoch 188, loss: 1.1018867492675781
epoch 189, loss: 1.093362808227539
epoch 190, loss: 1.1053767204284668
epoch 191, loss: 1.0990062952041626
epoch 192, loss: 1.0836968421936035
epoch 193, loss: 1.0896975994110107
epoch 194, loss: 1.1000802516937256
epoch 195, loss: 1.1057279109954834
epoch 196, loss: 1.0948710441589355
epoch 197, loss: 1.08927321434021
epoch 198, loss: 1.1057114601135254
epoch 199, loss: 1.1002535820007324
epoch 200, loss: 1.095163106918335
epoch 201, loss: 1.0834918022155762
epoch 202, loss: 1.113708257675171
epoch 203, loss: 1.098691463470459
epoch 204, loss: 1.088695764541626
epoch 205, loss: 1.1031618118286133
epoch 206, loss: 1.1011102199554443
epoch 207, loss: 1.099855661392212
epoch 208, loss: 1.101254940032959
epoch 209, loss: 1.0970524549484253
epoch 210, loss: 1.0993857383728027
epoch 211, loss: 1.1032313108444214
epoch 212, loss: 1.101131558418274
epoch 213, loss: 1.1013193130493164
epoch 214, loss: 1.1045228242874146
epoch 215, loss: 1.0974891185760498
epoch 216, loss: 1.1126351356506348
epoch 217, loss: 1.1038542985916138
epoch 218, loss: 1.1023294925689697
epoch 219, loss: 1.1064462661743164
epoch 220, loss: 1.1133742332458496
epoch 221, loss: 1.0981541872024536
epoch 222, loss: 1.1018970012664795
epoch 223, loss: 1.1109139919281006
epoch 224, loss: 1.105863332748413
epoch 225, loss: 1.1081504821777344
epoch 226, loss: 1.1025887727737427
epoch 227, loss: 1.0997562408447266
epoch 228, loss: 1.1036791801452637
epoch 229, loss: 1.1112451553344727
epoch 230, loss: 1.1004807949066162
epoch 231, loss: 1.099200963973999
epoch 232, loss: 1.111114501953125
epoch 233, loss: 1.101775884628296
epoch 234, loss: 1.1034759283065796
epoch 235, loss: 1.1176435947418213
epoch 236, loss: 1.1016931533813477
epoch 237, loss: 1.1020352840423584
epoch 238, loss: 1.1091101169586182
epoch 239, loss: 1.1019110679626465
epoch 240, loss: 1.1031855344772339
epoch 241, loss: 1.1030694246292114
epoch 242, loss: 1.1084767580032349
epoch 243, loss: 1.1076624393463135
epoch 244, loss: 1.1106090545654297
epoch 245, loss: 1.1087298393249512
epoch 246, loss: 1.105757713317871
epoch 247, loss: 1.1121256351470947
epoch 248, loss: 1.0995644330978394
epoch 249, loss: 1.1068787574768066
epoch 250, loss: 1.1089552640914917
epoch 251, loss: 1.1075067520141602
epoch 252, loss: 1.1110472679138184
epoch 253, loss: 1.104314923286438
epoch 254, loss: 1.119154691696167
epoch 255, loss: 1.1084957122802734
epoch 256, loss: 1.1105849742889404
epoch 257, loss: 1.1147620677947998
epoch 258, loss: 1.1087502241134644
epoch 259, loss: 1.109865665435791
epoch 260, loss: 1.1101839542388916
epoch 261, loss: 1.1190814971923828
epoch 262, loss: 1.1144967079162598
epoch 263, loss: 1.1113054752349854
epoch 264, loss: 1.1041488647460938
epoch 265, loss: 1.1201727390289307
epoch 266, loss: 1.118540644645691
epoch 267, loss: 1.118875503540039
epoch 268, loss: 1.1183834075927734
epoch 269, loss: 1.1007230281829834
epoch 270, loss: 1.1100568771362305
epoch 271, loss: 1.1195330619812012
epoch 272, loss: 1.1037278175354004
epoch 273, loss: 1.1090662479400635
epoch 274, loss: 1.1146682500839233
epoch 275, loss: 1.1168670654296875
epoch 276, loss: 1.1077853441238403
epoch 277, loss: 1.1258633136749268
epoch 278, loss: 1.1096117496490479
epoch 279, loss: 1.120931625366211
epoch 280, loss: 1.1204547882080078
epoch 281, loss: 1.109708547592163
epoch 282, loss: 1.1239335536956787
epoch 283, loss: 1.1228312253952026
epoch 284, loss: 1.1123590469360352
epoch 285, loss: 1.1271262168884277
epoch 286, loss: 1.116546630859375
epoch 287, loss: 1.1149978637695312
epoch 288, loss: 1.1112396717071533
epoch 289, loss: 1.1176152229309082
epoch 290, loss: 1.1190686225891113
epoch 291, loss: 1.1174352169036865
epoch 292, loss: 1.109315276145935
epoch 293, loss: 1.1211423873901367
epoch 294, loss: 1.1186869144439697
epoch 295, loss: 1.1241456270217896
epoch 296, loss: 1.1224818229675293
epoch 297, loss: 1.1243003606796265
epoch 298, loss: 1.1069862842559814
epoch 299, loss: 1.1173514127731323
epoch 300, loss: 1.1274099349975586
epoch 301, loss: 1.1021089553833008
epoch 302, loss: 1.1244804859161377
epoch 303, loss: 1.1129150390625
epoch 304, loss: 1.1169397830963135
epoch 305, loss: 1.1211185455322266
epoch 306, loss: 1.1190342903137207
epoch 307, loss: 1.128753662109375
epoch 308, loss: 1.1222360134124756
epoch 309, loss: 1.1138256788253784
epoch 310, loss: 1.1195659637451172
epoch 311, loss: 1.1249580383300781
epoch 312, loss: 1.1192950010299683
epoch 313, loss: 1.1210317611694336
epoch 314, loss: 1.1241530179977417
epoch 315, loss: 1.1223572492599487
epoch 316, loss: 1.1208512783050537
epoch 317, loss: 1.1201623678207397
epoch 318, loss: 1.11617910861969
epoch 319, loss: 1.1206440925598145
epoch 320, loss: 1.1189390420913696
epoch 321, loss: 1.1282315254211426
epoch 322, loss: 1.1324353218078613
epoch 323, loss: 1.1232924461364746
epoch 324, loss: 1.1159369945526123
epoch 325, loss: 1.1197059154510498
epoch 326, loss: 1.1195132732391357
epoch 327, loss: 1.121303915977478
epoch 328, loss: 1.1253595352172852
epoch 329, loss: 1.1151247024536133
epoch 330, loss: 1.121005892753601
epoch 331, loss: 1.128150224685669
epoch 332, loss: 1.113248348236084
epoch 333, loss: 1.120202898979187
epoch 334, loss: 1.1171026229858398
epoch 335, loss: 1.1178297996520996
epoch 336, loss: 1.130570888519287
epoch 337, loss: 1.1264054775238037
epoch 338, loss: 1.1070815324783325
epoch 339, loss: 1.115163803100586
epoch 340, loss: 1.1270866394042969
epoch 341, loss: 1.1151988506317139
epoch 342, loss: 1.120436668395996
epoch 343, loss: 1.1208246946334839
epoch 344, loss: 1.1283541917800903
epoch 345, loss: 1.1299192905426025
epoch 346, loss: 1.1211864948272705
epoch 347, loss: 1.1212332248687744
epoch 348, loss: 1.1195666790008545
epoch 349, loss: 1.1302871704101562
epoch 350, loss: 1.1266632080078125
epoch 351, loss: 1.1258922815322876
epoch 352, loss: 1.1245250701904297
epoch 353, loss: 1.1310663223266602
epoch 354, loss: 1.1195563077926636
epoch 355, loss: 1.1207996606826782
epoch 356, loss: 1.1252751350402832
epoch 357, loss: 1.120078206062317
epoch 358, loss: 1.1211719512939453
epoch 359, loss: 1.1160612106323242
epoch 360, loss: 1.1277720928192139
epoch 361, loss: 1.1241097450256348
epoch 362, loss: 1.1220824718475342
epoch 363, loss: 1.120126485824585
epoch 364, loss: 1.1117527484893799
epoch 365, loss: 1.1242671012878418
epoch 366, loss: 1.1304240226745605
epoch 367, loss: 1.1183781623840332
epoch 368, loss: 1.1201539039611816
epoch 369, loss: 1.1333383321762085
epoch 370, loss: 1.1201415061950684
epoch 371, loss: 1.1297407150268555
epoch 372, loss: 1.1256506443023682
epoch 373, loss: 1.130864143371582
epoch 374, loss: 1.1209076642990112
epoch 375, loss: 1.1249667406082153
epoch 376, loss: 1.1177656650543213
epoch 377, loss: 1.126044511795044
epoch 378, loss: 1.1225440502166748
epoch 379, loss: 1.1267811059951782
epoch 380, loss: 1.1268898248672485
epoch 381, loss: 1.1390209197998047
epoch 382, loss: 1.1353669166564941
epoch 383, loss: 1.1098482608795166
epoch 384, loss: 1.1297047138214111
epoch 385, loss: 1.1219582557678223
epoch 386, loss: 1.1237387657165527
epoch 387, loss: 1.1240873336791992
epoch 388, loss: 1.1228084564208984
epoch 389, loss: 1.1251976490020752
epoch 390, loss: 1.118807077407837
epoch 391, loss: 1.1290206909179688
epoch 392, loss: 1.128422498703003
epoch 393, loss: 1.1291674375534058
epoch 394, loss: 1.121330738067627
epoch 395, loss: 1.132382869720459
epoch 396, loss: 1.1296398639678955
epoch 397, loss: 1.122251033782959
epoch 398, loss: 1.1271703243255615
epoch 399, loss: 1.1243846416473389
epoch 400, loss: 1.124733805656433
epoch 401, loss: 1.130197525024414
epoch 402, loss: 1.1206547021865845
epoch 403, loss: 1.1195570230484009
epoch 404, loss: 1.1361989974975586
epoch 405, loss: 1.132467269897461
epoch 406, loss: 1.1291664838790894
epoch 407, loss: 1.128253698348999
epoch 408, loss: 1.1251424551010132
epoch 409, loss: 1.1257002353668213
epoch 410, loss: 1.1298067569732666
epoch 411, loss: 1.1237131357192993
epoch 412, loss: 1.133294939994812
epoch 413, loss: 1.1329221725463867
epoch 414, loss: 1.1206753253936768
epoch 415, loss: 1.1343495845794678
epoch 416, loss: 1.1309809684753418
epoch 417, loss: 1.127274513244629
epoch 418, loss: 1.1302109956741333
epoch 419, loss: 1.129611611366272
epoch 420, loss: 1.1281745433807373
epoch 421, loss: 1.124497652053833
epoch 422, loss: 1.1398531198501587
epoch 423, loss: 1.1253302097320557
epoch 424, loss: 1.1186788082122803
epoch 425, loss: 1.1342413425445557
epoch 426, loss: 1.1332108974456787
epoch 427, loss: 1.1286863088607788
epoch 428, loss: 1.127211093902588
epoch 429, loss: 1.1319074630737305
epoch 430, loss: 1.1183581352233887
epoch 431, loss: 1.1324845552444458
epoch 432, loss: 1.1324279308319092
epoch 433, loss: 1.129720687866211
epoch 434, loss: 1.126771092414856
epoch 435, loss: 1.1295156478881836
epoch 436, loss: 1.124403715133667
epoch 437, loss: 1.1297439336776733
epoch 438, loss: 1.1368521451950073
epoch 439, loss: 1.129767894744873
epoch 440, loss: 1.1198030710220337
epoch 441, loss: 1.1251850128173828
epoch 442, loss: 1.1383674144744873
epoch 443, loss: 1.1169259548187256
epoch 444, loss: 1.1236507892608643
epoch 445, loss: 1.1376959085464478
epoch 446, loss: 1.1241412162780762
epoch 447, loss: 1.1357522010803223
epoch 448, loss: 1.1254414319992065
epoch 449, loss: 1.138155221939087
epoch 450, loss: 1.1274471282958984
epoch 451, loss: 1.1320075988769531
epoch 452, loss: 1.1232175827026367
epoch 453, loss: 1.1280064582824707
epoch 454, loss: 1.1276612281799316
epoch 455, loss: 1.1301404237747192
epoch 456, loss: 1.1256093978881836
epoch 457, loss: 1.1387280225753784
epoch 458, loss: 1.1292638778686523
epoch 459, loss: 1.1308132410049438
epoch 460, loss: 1.113718032836914
epoch 461, loss: 1.1406865119934082
epoch 462, loss: 1.1261546611785889
epoch 463, loss: 1.1255253553390503
epoch 464, loss: 1.1360279321670532
epoch 465, loss: 1.1258615255355835
epoch 466, loss: 1.122949481010437
epoch 467, loss: 1.1308389902114868
epoch 468, loss: 1.124814748764038
epoch 469, loss: 1.1329114437103271
epoch 470, loss: 1.1216238737106323
epoch 471, loss: 1.1249306201934814
epoch 472, loss: 1.1398109197616577
epoch 473, loss: 1.1282672882080078
epoch 474, loss: 1.1253941059112549
epoch 475, loss: 1.1327600479125977
epoch 476, loss: 1.1271806955337524
epoch 477, loss: 1.1196553707122803
epoch 478, loss: 1.1320865154266357
epoch 479, loss: 1.13736891746521
epoch 480, loss: 1.124279499053955
epoch 481, loss: 1.1314661502838135
epoch 482, loss: 1.1286507844924927
epoch 483, loss: 1.1281540393829346
epoch 484, loss: 1.1297295093536377
epoch 485, loss: 1.1226325035095215
epoch 486, loss: 1.12960946559906
epoch 487, loss: 1.1327013969421387
epoch 488, loss: 1.130763292312622
epoch 489, loss: 1.1295747756958008
epoch 490, loss: 1.1311968564987183
epoch 491, loss: 1.1292556524276733
epoch 492, loss: 1.132280707359314
epoch 493, loss: 1.1318304538726807
epoch 494, loss: 1.137821078300476
epoch 495, loss: 1.1335434913635254
epoch 496, loss: 1.128927230834961
epoch 497, loss: 1.1275999546051025
epoch 498, loss: 1.1267330646514893
epoch 499, loss: 1.1223084926605225
epoch 500, loss: 1.1320831775665283
epoch 501, loss: 1.1343834400177002
epoch 502, loss: 1.1317696571350098
epoch 503, loss: 1.1257388591766357
epoch 504, loss: 1.1352665424346924
epoch 505, loss: 1.125317096710205
epoch 506, loss: 1.1265218257904053
epoch 507, loss: 1.1316547393798828
epoch 508, loss: 1.1250395774841309
epoch 509, loss: 1.1277508735656738
epoch 510, loss: 1.1314747333526611
epoch 511, loss: 1.1293097734451294
epoch 512, loss: 1.133476734161377
epoch 513, loss: 1.1306440830230713
epoch 514, loss: 1.130286455154419
epoch 515, loss: 1.1374640464782715
epoch 516, loss: 1.1318743228912354
epoch 517, loss: 1.133218765258789
epoch 518, loss: 1.123380422592163
epoch 519, loss: 1.132315754890442
epoch 520, loss: 1.1341512203216553
epoch 521, loss: 1.12943434715271
epoch 522, loss: 1.1367568969726562
epoch 523, loss: 1.1258318424224854
epoch 524, loss: 1.1352920532226562
epoch 525, loss: 1.1265088319778442
epoch 526, loss: 1.1285394430160522
epoch 527, loss: 1.1385849714279175
epoch 528, loss: 1.1299008131027222
epoch 529, loss: 1.1331284046173096
epoch 530, loss: 1.131669521331787
epoch 531, loss: 1.128161907196045
epoch 532, loss: 1.1286039352416992
epoch 533, loss: 1.1320148706436157
epoch 534, loss: 1.1289336681365967
epoch 535, loss: 1.12345290184021
epoch 536, loss: 1.129392147064209
epoch 537, loss: 1.1269735097885132
epoch 538, loss: 1.131481647491455
epoch 539, loss: 1.134399652481079
epoch 540, loss: 1.1329361200332642
epoch 541, loss: 1.133671760559082
epoch 542, loss: 1.1237714290618896
epoch 543, loss: 1.1327836513519287
epoch 544, loss: 1.1301250457763672
epoch 545, loss: 1.1337478160858154
epoch 546, loss: 1.123018741607666
epoch 547, loss: 1.1352258920669556
epoch 548, loss: 1.1268723011016846
epoch 549, loss: 1.1326208114624023
epoch 550, loss: 1.1302096843719482
epoch 551, loss: 1.1318399906158447
epoch 552, loss: 1.1289030313491821
epoch 553, loss: 1.125546932220459
epoch 554, loss: 1.129247784614563
epoch 555, loss: 1.1290955543518066
epoch 556, loss: 1.1344331502914429
epoch 557, loss: 1.1287752389907837
epoch 558, loss: 1.134818434715271
epoch 559, loss: 1.1243789196014404
epoch 560, loss: 1.1258337497711182
epoch 561, loss: 1.138404130935669
epoch 562, loss: 1.1338253021240234
epoch 563, loss: 1.125553011894226
epoch 564, loss: 1.1291093826293945
epoch 565, loss: 1.1335643529891968
epoch 566, loss: 1.124035120010376
epoch 567, loss: 1.1320106983184814
epoch 568, loss: 1.128127098083496
epoch 569, loss: 1.1313977241516113
epoch 570, loss: 1.1320486068725586
epoch 571, loss: 1.1315085887908936
epoch 572, loss: 1.118931770324707
epoch 573, loss: 1.1337671279907227
epoch 574, loss: 1.1328593492507935
epoch 575, loss: 1.1285080909729004
epoch 576, loss: 1.1401886940002441
epoch 577, loss: 1.1342105865478516
epoch 578, loss: 1.1382219791412354
epoch 579, loss: 1.128201961517334
epoch 580, loss: 1.1338191032409668
epoch 581, loss: 1.1253514289855957
epoch 582, loss: 1.126420259475708
epoch 583, loss: 1.1209325790405273
epoch 584, loss: 1.128881573677063
epoch 585, loss: 1.1371409893035889
epoch 586, loss: 1.1254754066467285
epoch 587, loss: 1.1291592121124268
epoch 588, loss: 1.130845546722412
epoch 589, loss: 1.1339244842529297
epoch 590, loss: 1.132741928100586
epoch 591, loss: 1.127105712890625
epoch 592, loss: 1.127659559249878
epoch 593, loss: 1.1365437507629395
epoch 594, loss: 1.1309142112731934
epoch 595, loss: 1.123888373374939
epoch 596, loss: 1.1298530101776123
epoch 597, loss: 1.127846121788025
epoch 598, loss: 1.1342239379882812
epoch 599, loss: 1.13639235496521
epoch 600, loss: 1.1183807849884033
epoch 601, loss: 1.1358609199523926
epoch 602, loss: 1.128739356994629
epoch 603, loss: 1.133681058883667
epoch 604, loss: 1.1222326755523682
epoch 605, loss: 1.1332361698150635
epoch 606, loss: 1.1310701370239258
epoch 607, loss: 1.1173653602600098
epoch 608, loss: 1.1239453554153442
epoch 609, loss: 1.1300930976867676
epoch 610, loss: 1.1260147094726562
epoch 611, loss: 1.128100872039795
epoch 612, loss: 1.1306869983673096
epoch 613, loss: 1.133558750152588
epoch 614, loss: 1.1311129331588745
epoch 615, loss: 1.1191372871398926
epoch 616, loss: 1.131742238998413
epoch 617, loss: 1.1324639320373535
epoch 618, loss: 1.1231720447540283
epoch 619, loss: 1.1369378566741943
epoch 620, loss: 1.13071870803833
epoch 621, loss: 1.1247209310531616
epoch 622, loss: 1.1263461112976074
epoch 623, loss: 1.135601282119751
epoch 624, loss: 1.1314855813980103
epoch 625, loss: 1.1305590867996216
epoch 626, loss: 1.1277143955230713
epoch 627, loss: 1.1207642555236816
epoch 628, loss: 1.1311862468719482
epoch 629, loss: 1.1253409385681152
epoch 630, loss: 1.1270605325698853
epoch 631, loss: 1.1305067539215088
epoch 632, loss: 1.130507469177246
epoch 633, loss: 1.120715618133545
epoch 634, loss: 1.1287288665771484
epoch 635, loss: 1.1280381679534912
epoch 636, loss: 1.1278517246246338
epoch 637, loss: 1.1316667795181274
epoch 638, loss: 1.1306889057159424
epoch 639, loss: 1.1287426948547363
epoch 640, loss: 1.120930552482605
epoch 641, loss: 1.1296862363815308
epoch 642, loss: 1.131834864616394
epoch 643, loss: 1.1305536031723022
epoch 644, loss: 1.1244044303894043
epoch 645, loss: 1.12923264503479
epoch 646, loss: 1.1284955739974976
epoch 647, loss: 1.1270389556884766
epoch 648, loss: 1.1256816387176514
epoch 649, loss: 1.1309038400650024
epoch 650, loss: 1.1351397037506104
epoch 651, loss: 1.1259450912475586
epoch 652, loss: 1.1399211883544922
epoch 653, loss: 1.1257116794586182
epoch 654, loss: 1.1333881616592407
epoch 655, loss: 1.1261358261108398
epoch 656, loss: 1.1236294507980347
epoch 657, loss: 1.1303009986877441
epoch 658, loss: 1.1306426525115967
epoch 659, loss: 1.1286228895187378
epoch 660, loss: 1.1327251195907593
epoch 661, loss: 1.123415470123291
epoch 662, loss: 1.1226153373718262
epoch 663, loss: 1.1332557201385498
epoch 664, loss: 1.1351631879806519
epoch 665, loss: 1.1306581497192383
epoch 666, loss: 1.1279633045196533
epoch 667, loss: 1.1329007148742676
epoch 668, loss: 1.1353108882904053
epoch 669, loss: 1.125845193862915
epoch 670, loss: 1.131161093711853
epoch 671, loss: 1.1324801445007324
epoch 672, loss: 1.131158709526062
epoch 673, loss: 1.127145528793335
epoch 674, loss: 1.130900263786316
epoch 675, loss: 1.1317754983901978
epoch 676, loss: 1.1263703107833862
epoch 677, loss: 1.1322872638702393
epoch 678, loss: 1.1299288272857666
epoch 679, loss: 1.1373484134674072
epoch 680, loss: 1.129852533340454
epoch 681, loss: 1.130333423614502
epoch 682, loss: 1.1325404644012451
epoch 683, loss: 1.1267132759094238
epoch 684, loss: 1.1310672760009766
epoch 685, loss: 1.1299469470977783
epoch 686, loss: 1.123095989227295
epoch 687, loss: 1.1279257535934448
epoch 688, loss: 1.1310487985610962
epoch 689, loss: 1.1268389225006104
epoch 690, loss: 1.1328649520874023
epoch 691, loss: 1.1364928483963013
epoch 692, loss: 1.1274683475494385
epoch 693, loss: 1.1388145685195923
epoch 694, loss: 1.1253873109817505
epoch 695, loss: 1.1267437934875488
epoch 696, loss: 1.1297663450241089
epoch 697, loss: 1.1369918584823608
epoch 698, loss: 1.1233468055725098
epoch 699, loss: 1.1329262256622314
epoch 700, loss: 1.1227827072143555
epoch 701, loss: 1.1242589950561523
epoch 702, loss: 1.1305605173110962
epoch 703, loss: 1.1357452869415283
epoch 704, loss: 1.1221556663513184
epoch 705, loss: 1.1280207633972168
epoch 706, loss: 1.1286118030548096
epoch 707, loss: 1.1253513097763062
epoch 708, loss: 1.1325747966766357
epoch 709, loss: 1.1334640979766846
epoch 710, loss: 1.1250054836273193
epoch 711, loss: 1.1295807361602783
epoch 712, loss: 1.1362159252166748
epoch 713, loss: 1.1184661388397217
epoch 714, loss: 1.135178565979004
epoch 715, loss: 1.1285066604614258
epoch 716, loss: 1.129060983657837
epoch 717, loss: 1.129586100578308
epoch 718, loss: 1.1258342266082764
epoch 0, loss: 1.268196940422058
epoch 0, loss: 1.3126312494277954
epoch 1, loss: 1.3123894929885864
epoch 2, loss: 1.2948808670043945
